shard_id,file_path,rows,columns,row_groups,max_null_ratio,en_ratio,language_score_mean,language_score_median,language_score_lt_090_ratio,language_score_lt_085_ratio,language_score_lt_080_ratio,token_mean,token_median,token_lt_050_ratio,token_lt_100_ratio,token_lt_200_ratio,token_gt_2000_ratio,token_gt_5000_ratio,unique_domain_count,top1_domain_share,top20_domain_share,url_contains_tag_ratio,url_contains_tags_ratio,url_contains_category_ratio,url_contains_author_ratio,url_contains_page_num_ratio,valid_date_ratio,date_min,date_max,token_q25,token_q50,token_q75,token_q90,token_q95,token_q99,language_score_q10,language_score_q25,language_score_q50,language_score_q75
004_00018,/home/jovyan/data/fineweb/004_00018.parquet,172447,17,173,0.0,1.0,0.9352966696017893,0.9430122375488281,0.13945154163308146,0.0355239580856727,0.012600973052590071,779.8138326558305,487.0,0.0004291173519980052,0.039391813136789855,0.19352612686796522,0.0660086867269364,0.0093593973800646,139653,0.0003421341049713825,0.004163598091007672,0.010368403045573422,0.0012931509391291237,0.004998637262463249,0.001722268291127129,0.0,1.0,2025-06-12 14:31:49+00:00,2025-06-25 09:36:00+00:00,241.0,487.0,916.0,1611.0,2307.0,4865.080000000016,0.8890011787414551,0.9188422560691833,0.9430122375488281,0.9620256423950195
