shard_id,filter_version,read_meta_s,row_groups,rows,columns,load_table_s,to_pandas_s,total_load_s,feature_engineering_s
004_00018,v1,0.004262083908542991,173,172447,9,0.6948606881778687,0.006940512917935848,0.7063050509896129,37.86221424001269
